dataname,counterfactual_type,metric,train_round0,train_round1,train_round2,dataname,counterfactual_type,metric,test_round0,test_round1,test_round2
mmlu,answer_comment,sim_balanced_fresh_sim_greedy_cot_acc_k-0_CoT-F_cf-sim-xye,0.746,0.866,0.918,mmlu,answer_comment,sim_balanced_fresh_sim_greedy_cot_acc_k-0_CoT-F_cf-sim-xye,0.709,0.866,0.836
mmlu,answer_comment,sim_balanced_greedy_backfire_correction_rate,0.0,0.2,0.308,mmlu,answer_comment,sim_balanced_greedy_backfire_correction_rate,0.1,0.125,0.0
mmlu,answer_comment,sim_balanced_greedy_backfire_correction_rate_eligible_n,11.0,10.0,13.0,mmlu,answer_comment,sim_balanced_greedy_backfire_correction_rate_eligible_n,10.0,8.0,9.0
mmlu,answer_comment,sim_balanced_greedy_backfire_corruption_rate,0.0,0.161,0.226,mmlu,answer_comment,sim_balanced_greedy_backfire_corruption_rate,0.0,0.188,0.387
mmlu,answer_comment,sim_balanced_greedy_backfire_corruption_rate_eligible_n,31.0,31.0,31.0,mmlu,answer_comment,sim_balanced_greedy_backfire_corruption_rate_eligible_n,35.0,32.0,31.0
mmlu,answer_comment,sim_balanced_greedy_backfire_rate,0.0,0.171,0.25,mmlu,answer_comment,sim_balanced_greedy_backfire_rate,0.022,0.175,0.3
mmlu,answer_comment,sim_balanced_greedy_backfire_rate_eligible_n,42.0,41.0,44.0,mmlu,answer_comment,sim_balanced_greedy_backfire_rate_eligible_n,45.0,40.0,40.0
mmlu,answer_comment,sim_balanced_greedy_bias_correction_rate,1.0,0.25,0.25,mmlu,answer_comment,sim_balanced_greedy_bias_correction_rate,,0.0,0.5
mmlu,answer_comment,sim_balanced_greedy_bias_correction_rate_eligible_n,4.0,4.0,4.0,mmlu,answer_comment,sim_balanced_greedy_bias_correction_rate_eligible_n,0.0,3.0,4.0
mmlu,answer_comment,sim_balanced_greedy_bias_corruption_rate,0.477,0.337,0.43,mmlu,answer_comment,sim_balanced_greedy_bias_corruption_rate,0.551,0.308,0.489
mmlu,answer_comment,sim_balanced_greedy_bias_corruption_rate_eligible_n,88.0,89.0,86.0,mmlu,answer_comment,sim_balanced_greedy_bias_corruption_rate_eligible_n,89.0,91.0,90.0
mmlu,answer_comment,sim_balanced_greedy_bias_rate,0.5,0.333,0.422,mmlu,answer_comment,sim_balanced_greedy_bias_rate,0.551,0.298,0.489
mmlu,answer_comment,sim_balanced_greedy_bias_rate_eligible_n,92.0,93.0,90.0,mmlu,answer_comment,sim_balanced_greedy_bias_rate_eligible_n,89.0,94.0,94.0
mmlu,answer_comment,sim_balanced_n,134.0,134.0,134.0,mmlu,answer_comment,sim_balanced_n,134.0,134.0,134.0
mmlu,answer_comment,sim_balanced_n_backfired,0.0,7.0,11.0,mmlu,answer_comment,sim_balanced_n_backfired,1.0,7.0,12.0
mmlu,answer_comment,sim_balanced_n_biased,46.0,31.0,38.0,mmlu,answer_comment,sim_balanced_n_biased,49.0,28.0,46.0
mmlu,answer_comment,sim_balanced_sim_baseline_always_correct_acc,0.888,0.896,0.873,mmlu,answer_comment,sim_balanced_sim_baseline_always_correct_acc,0.925,0.918,0.903
mmlu,answer_comment,sim_balanced_sim_baseline_majority_class_acc,0.582,0.575,0.597,mmlu,answer_comment,sim_balanced_sim_baseline_majority_class_acc,0.53,0.552,0.537
mmlu,answer_comment,sim_balanced_sim_baseline_sim_own_preds_acc,0.91,0.918,0.896,mmlu,answer_comment,sim_balanced_sim_baseline_sim_own_preds_acc,0.91,0.903,0.903
mmlu,answer_comment,sim_balanced_sim_baseline_switch_rate,0.343,0.284,0.366,mmlu,answer_comment,sim_balanced_sim_baseline_switch_rate,0.373,0.261,0.433
mmlu,answer_comment,sim_balanced_sim_greedy_cot_acc_k-0_CoT-F_cf-sim-xy,0.716,0.739,0.702,mmlu,answer_comment,sim_balanced_sim_greedy_cot_acc_k-0_CoT-F_cf-sim-xy,0.702,0.754,0.679
mmlu,answer_comment,sim_balanced_sim_greedy_cot_acc_k-0_CoT-F_cf-sim-xye,0.746,0.866,0.918,mmlu,answer_comment,sim_balanced_sim_greedy_cot_acc_k-0_CoT-F_cf-sim-xye,0.709,0.866,0.836
mmlu,answer_comment,sim_balanced_sim_greedy_cot_acc_k-0_CoT-F_cf-sim-xye_vs_prev_round,,0.858,0.94,mmlu,answer_comment,sim_balanced_sim_greedy_cot_acc_k-0_CoT-F_cf-sim-xye_vs_prev_round,,0.843,0.791
mmlu,answer_comment,train_avg_neg_correctness,0.037,0.03,,mmlu,answer_comment,train_avg_neg_correctness,,,
mmlu,answer_comment,train_avg_neg_faithfulness,0.0,0.0,,mmlu,answer_comment,train_avg_neg_faithfulness,,,
mmlu,answer_comment,train_avg_orig_correctness,0.604,0.657,,mmlu,answer_comment,train_avg_orig_correctness,,,
mmlu,answer_comment,train_avg_orig_faithfulness,0.746,0.866,,mmlu,answer_comment,train_avg_orig_faithfulness,,,
mmlu,answer_comment,train_avg_pos_correctness,0.604,0.657,,mmlu,answer_comment,train_avg_pos_correctness,,,
mmlu,answer_comment,train_avg_pos_faithfulness,1.0,0.992,,mmlu,answer_comment,train_avg_pos_faithfulness,,,
mmlu,answer_comment,train_faithfulness_ceiling,1.0,0.992,,mmlu,answer_comment,train_faithfulness_ceiling,,,
mmlu,answer_comment,train_final_rewrite_success,1.0,1.0,,mmlu,answer_comment,train_final_rewrite_success,,,
mmlu,answer_comment,train_n_rewritten,34.0,17.0,,mmlu,answer_comment,train_n_rewritten,,,
mmlu,answer_comment,train_neg_case_both_wrong,27.0,13.0,,mmlu,answer_comment,train_neg_case_both_wrong,,,
mmlu,answer_comment,train_neg_case_both_wrong_pct,0.794,0.722,,mmlu,answer_comment,train_neg_case_both_wrong_pct,,,
mmlu,answer_comment,train_neg_case_harmful,7.0,5.0,,mmlu,answer_comment,train_neg_case_harmful,,,
mmlu,answer_comment,train_neg_case_harmful_pct,0.206,0.278,,mmlu,answer_comment,train_neg_case_harmful_pct,,,
mmlu,answer_comment,train_neg_case_total,34.0,18.0,,mmlu,answer_comment,train_neg_case_total,,,
mmlu,answer_comment,train_negative_example_correct,0.037,0.03,,mmlu,answer_comment,train_negative_example_correct,,,
mmlu,answer_comment,train_original_pred_correct,0.604,0.657,,mmlu,answer_comment,train_original_pred_correct,,,
mmlu,answer_comment,train_perc_neg_non_empty,0.254,0.134,,mmlu,answer_comment,train_perc_neg_non_empty,,,
mmlu,answer_comment,train_perc_paired_data,0.254,0.127,,mmlu,answer_comment,train_perc_paired_data,,,
mmlu,answer_comment,train_perc_pos_non_empty,1.0,0.992,,mmlu,answer_comment,train_perc_pos_non_empty,,,
mmlu,answer_comment,train_perc_with_correct_pos,0.604,0.657,,mmlu,answer_comment,train_perc_with_correct_pos,,,
mmlu,answer_comment,train_perc_with_faithful_pos,1.0,0.992,,mmlu,answer_comment,train_perc_with_faithful_pos,,,
mmlu,answer_comment,train_pos_case_actively_helpful,38.0,34.0,,mmlu,answer_comment,train_pos_case_actively_helpful,,,
mmlu,answer_comment,train_pos_case_actively_helpful_pct,0.284,0.256,,mmlu,answer_comment,train_pos_case_actively_helpful_pct,,,
mmlu,answer_comment,train_pos_case_merely_correct,96.0,99.0,,mmlu,answer_comment,train_pos_case_merely_correct,,,
mmlu,answer_comment,train_pos_case_merely_correct_pct,0.716,0.744,,mmlu,answer_comment,train_pos_case_merely_correct_pct,,,
mmlu,answer_comment,train_pos_case_total,134.0,133.0,,mmlu,answer_comment,train_pos_case_total,,,
mmlu,answer_comment,train_positive_example_correct,0.604,0.657,,mmlu,answer_comment,train_positive_example_correct,,,
mmlu,answer_comment,train_rewrite_agreement_with_orig,1.0,1.0,,mmlu,answer_comment,train_rewrite_agreement_with_orig,,,
mmlu,answer_key,all_backfire_monitor_ECR_k-0_CoT-F_cf-sim-xy,0.024,0.024,0.03,mmlu,answer_key,all_backfire_monitor_ECR_k-0_CoT-F_cf-sim-xy,0.0,0.053,0.075
mmlu,answer_key,all_backfire_monitor_ECR_k-0_CoT-F_cf-sim-xye,0.024,0.024,0.015,mmlu,answer_key,all_backfire_monitor_ECR_k-0_CoT-F_cf-sim-xye,0.0,0.021,0.05
mmlu,answer_key,all_backfire_monitor_FPR_k-0_CoT-F_cf-sim-xy,0.024,0.025,0.032,mmlu,answer_key,all_backfire_monitor_FPR_k-0_CoT-F_cf-sim-xy,0.048,0.057,0.042
mmlu,answer_key,all_backfire_monitor_FPR_k-0_CoT-F_cf-sim-xye,0.0,0.012,0.032,mmlu,answer_key,all_backfire_monitor_FPR_k-0_CoT-F_cf-sim-xye,0.0,0.023,0.028
mmlu,answer_key,all_backfire_monitor_acc_k-0_CoT-F_cf-sim-xy,0.952,0.952,0.94,mmlu,answer_key,all_backfire_monitor_acc_k-0_CoT-F_cf-sim-xy,0.952,0.894,0.888
mmlu,answer_key,all_backfire_monitor_acc_k-0_CoT-F_cf-sim-xye,0.976,0.964,0.955,mmlu,answer_key,all_backfire_monitor_acc_k-0_CoT-F_cf-sim-xye,1.0,0.957,0.925
mmlu,answer_key,all_backfire_monitor_auprc_k-0_CoT-F_cf-sim-xy,-1.0,-1.0,-1.0,mmlu,answer_key,all_backfire_monitor_auprc_k-0_CoT-F_cf-sim-xy,-1.0,-1.0,-1.0
mmlu,answer_key,all_backfire_monitor_auprc_k-0_CoT-F_cf-sim-xye,-1.0,-1.0,-1.0,mmlu,answer_key,all_backfire_monitor_auprc_k-0_CoT-F_cf-sim-xye,-1.0,-1.0,-1.0
mmlu,answer_key,all_backfire_monitor_auroc_k-0_CoT-F_cf-sim-xy,-1.0,-1.0,-1.0,mmlu,answer_key,all_backfire_monitor_auroc_k-0_CoT-F_cf-sim-xy,-1.0,-1.0,-1.0
mmlu,answer_key,all_backfire_monitor_auroc_k-0_CoT-F_cf-sim-xye,-1.0,-1.0,-1.0,mmlu,answer_key,all_backfire_monitor_auroc_k-0_CoT-F_cf-sim-xye,-1.0,-1.0,-1.0
mmlu,answer_key,all_backfire_monitor_baseline_always_correct_acc,0.964,0.952,0.97,mmlu,answer_key,all_backfire_monitor_baseline_always_correct_acc,0.976,0.989,0.95
mmlu,answer_key,all_backfire_monitor_baseline_never_influenced_acc,0.976,0.964,0.94,mmlu,answer_key,all_backfire_monitor_baseline_never_influenced_acc,1.0,0.936,0.888
mmlu,answer_key,all_backfire_monitor_baseline_sim_own_preds_acc,0.964,0.952,0.955,mmlu,answer_key,all_backfire_monitor_baseline_sim_own_preds_acc,0.952,0.957,0.938
mmlu,answer_key,all_backfire_monitor_f1_k-0_CoT-F_cf-sim-xy,-1.0,0.333,0.5,mmlu,answer_key,all_backfire_monitor_f1_k-0_CoT-F_cf-sim-xy,-1.0,0.167,0.4
mmlu,answer_key,all_backfire_monitor_f1_k-0_CoT-F_cf-sim-xye,-1.0,0.4,0.667,mmlu,answer_key,all_backfire_monitor_f1_k-0_CoT-F_cf-sim-xye,-1.0,0.667,0.625
mmlu,answer_key,all_backfire_monitor_gmean_k-0_CoT-F_cf-sim-xy,0.0,0.57,0.696,mmlu,answer_key,all_backfire_monitor_gmean_k-0_CoT-F_cf-sim-xy,-1.0,0.396,0.565
mmlu,answer_key,all_backfire_monitor_gmean_k-0_CoT-F_cf-sim-xye,0.0,0.574,0.852,mmlu,answer_key,all_backfire_monitor_gmean_k-0_CoT-F_cf-sim-xye,-1.0,0.807,0.735
mmlu,answer_key,all_backfire_monitor_precision_k-0_CoT-F_cf-sim-xy,0.0,0.333,0.5,mmlu,answer_key,all_backfire_monitor_precision_k-0_CoT-F_cf-sim-xy,0.0,0.167,0.5
mmlu,answer_key,all_backfire_monitor_precision_k-0_CoT-F_cf-sim-xye,-1.0,0.5,0.6,mmlu,answer_key,all_backfire_monitor_precision_k-0_CoT-F_cf-sim-xye,-1.0,0.667,0.714
mmlu,answer_key,all_backfire_monitor_recall_k-0_CoT-F_cf-sim-xy,0.0,0.333,0.5,mmlu,answer_key,all_backfire_monitor_recall_k-0_CoT-F_cf-sim-xy,-1.0,0.167,0.333
mmlu,answer_key,all_backfire_monitor_recall_k-0_CoT-F_cf-sim-xye,0.0,0.333,0.75,mmlu,answer_key,all_backfire_monitor_recall_k-0_CoT-F_cf-sim-xye,-1.0,0.667,0.556
mmlu,answer_key,all_backfire_monitor_yes_rate_k-0_CoT-F_cf-sim-xy,0.024,0.036,0.06,mmlu,answer_key,all_backfire_monitor_yes_rate_k-0_CoT-F_cf-sim-xy,0.048,0.064,0.075
mmlu,answer_key,all_backfire_monitor_yes_rate_k-0_CoT-F_cf-sim-xye,0.0,0.024,0.075,mmlu,answer_key,all_backfire_monitor_yes_rate_k-0_CoT-F_cf-sim-xye,0.0,0.064,0.088
mmlu,answer_key,all_backfire_n,84.0,84.0,67.0,mmlu,answer_key,all_backfire_n,84.0,94.0,80.0
mmlu,answer_key,all_bias_monitor_ECR_k-0_CoT-F_cf-sim-xy,0.18,0.16,0.343,mmlu,answer_key,all_bias_monitor_ECR_k-0_CoT-F_cf-sim-xy,0.24,0.2,0.37
mmlu,answer_key,all_bias_monitor_ECR_k-0_CoT-F_cf-sim-xye,0.18,0.04,0.09,mmlu,answer_key,all_bias_monitor_ECR_k-0_CoT-F_cf-sim-xye,0.26,0.075,0.13
mmlu,answer_key,all_bias_monitor_FPR_k-0_CoT-F_cf-sim-xy,0.024,0.025,0.027,mmlu,answer_key,all_bias_monitor_FPR_k-0_CoT-F_cf-sim-xy,0.0,0.031,0.0
mmlu,answer_key,all_bias_monitor_FPR_k-0_CoT-F_cf-sim-xye,0.024,0.0,0.054,mmlu,answer_key,all_bias_monitor_FPR_k-0_CoT-F_cf-sim-xye,0.0,0.0,0.032
mmlu,answer_key,all_bias_monitor_acc_k-0_CoT-F_cf-sim-xy,0.8,0.82,0.642,mmlu,answer_key,all_bias_monitor_acc_k-0_CoT-F_cf-sim-xy,0.76,0.775,0.63
mmlu,answer_key,all_bias_monitor_acc_k-0_CoT-F_cf-sim-xye,0.8,0.96,0.881,mmlu,answer_key,all_bias_monitor_acc_k-0_CoT-F_cf-sim-xye,0.74,0.925,0.852
mmlu,answer_key,all_bias_monitor_auprc_k-0_CoT-F_cf-sim-xy,-1.0,-1.0,-1.0,mmlu,answer_key,all_bias_monitor_auprc_k-0_CoT-F_cf-sim-xy,-1.0,-1.0,-1.0
mmlu,answer_key,all_bias_monitor_auprc_k-0_CoT-F_cf-sim-xye,-1.0,-1.0,-1.0,mmlu,answer_key,all_bias_monitor_auprc_k-0_CoT-F_cf-sim-xye,-1.0,-1.0,-1.0
mmlu,answer_key,all_bias_monitor_auroc_k-0_CoT-F_cf-sim-xy,-1.0,-1.0,-1.0,mmlu,answer_key,all_bias_monitor_auroc_k-0_CoT-F_cf-sim-xy,-1.0,-1.0,-1.0
mmlu,answer_key,all_bias_monitor_auroc_k-0_CoT-F_cf-sim-xye,-1.0,-1.0,-1.0,mmlu,answer_key,all_bias_monitor_auroc_k-0_CoT-F_cf-sim-xye,-1.0,-1.0,-1.0
mmlu,answer_key,all_bias_monitor_baseline_always_correct_acc,0.74,0.8,0.851,mmlu,answer_key,all_bias_monitor_baseline_always_correct_acc,0.9,0.9,0.87
mmlu,answer_key,all_bias_monitor_baseline_never_influenced_acc,0.82,0.8,0.552,mmlu,answer_key,all_bias_monitor_baseline_never_influenced_acc,0.72,0.8,0.574
mmlu,answer_key,all_bias_monitor_baseline_sim_own_preds_acc,0.78,0.84,0.896,mmlu,answer_key,all_bias_monitor_baseline_sim_own_preds_acc,0.88,0.925,0.852
mmlu,answer_key,all_bias_monitor_f1_k-0_CoT-F_cf-sim-xy,-1.0,0.308,0.368,mmlu,answer_key,all_bias_monitor_f1_k-0_CoT-F_cf-sim-xy,0.25,-1.0,0.231
mmlu,answer_key,all_bias_monitor_f1_k-0_CoT-F_cf-sim-xye,-1.0,0.889,0.857,mmlu,answer_key,all_bias_monitor_f1_k-0_CoT-F_cf-sim-xye,0.133,0.769,0.8
mmlu,answer_key,all_bias_monitor_gmean_k-0_CoT-F_cf-sim-xy,0.0,0.442,0.476,mmlu,answer_key,all_bias_monitor_gmean_k-0_CoT-F_cf-sim-xy,0.378,0.0,0.361
mmlu,answer_key,all_bias_monitor_gmean_k-0_CoT-F_cf-sim-xye,0.0,0.894,0.87,mmlu,answer_key,all_bias_monitor_gmean_k-0_CoT-F_cf-sim-xye,0.267,0.791,0.82
mmlu,answer_key,all_bias_monitor_precision_k-0_CoT-F_cf-sim-xy,0.0,0.667,0.875,mmlu,answer_key,all_bias_monitor_precision_k-0_CoT-F_cf-sim-xy,1.0,0.0,1.0
mmlu,answer_key,all_bias_monitor_precision_k-0_CoT-F_cf-sim-xye,0.0,1.0,0.923,mmlu,answer_key,all_bias_monitor_precision_k-0_CoT-F_cf-sim-xye,1.0,1.0,0.941
mmlu,answer_key,all_bias_monitor_recall_k-0_CoT-F_cf-sim-xy,0.0,0.2,0.233,mmlu,answer_key,all_bias_monitor_recall_k-0_CoT-F_cf-sim-xy,0.143,0.0,0.13
mmlu,answer_key,all_bias_monitor_recall_k-0_CoT-F_cf-sim-xye,0.0,0.8,0.8,mmlu,answer_key,all_bias_monitor_recall_k-0_CoT-F_cf-sim-xye,0.071,0.625,0.696
mmlu,answer_key,all_bias_monitor_yes_rate_k-0_CoT-F_cf-sim-xy,0.02,0.06,0.119,mmlu,answer_key,all_bias_monitor_yes_rate_k-0_CoT-F_cf-sim-xy,0.04,0.025,0.056
mmlu,answer_key,all_bias_monitor_yes_rate_k-0_CoT-F_cf-sim-xye,0.02,0.16,0.388,mmlu,answer_key,all_bias_monitor_yes_rate_k-0_CoT-F_cf-sim-xye,0.02,0.125,0.315
mmlu,answer_key,all_bias_n,50.0,50.0,67.0,mmlu,answer_key,all_bias_n,50.0,40.0,54.0
mmlu,answer_key,all_greedy_backfire_correction_rate,0.167,0.273,0.111,mmlu,answer_key,all_greedy_backfire_correction_rate,0.0,0.0,0.375
mmlu,answer_key,all_greedy_backfire_correction_rate_eligible_n,12.0,11.0,9.0,mmlu,answer_key,all_greedy_backfire_correction_rate_eligible_n,4.0,4.0,8.0
mmlu,answer_key,all_greedy_backfire_corruption_rate,0.0,0.0,0.094,mmlu,answer_key,all_greedy_backfire_corruption_rate,0.0,0.176,0.188
mmlu,answer_key,all_greedy_backfire_corruption_rate_eligible_n,31.0,32.0,32.0,mmlu,answer_key,all_greedy_backfire_corruption_rate_eligible_n,32.0,34.0,32.0
mmlu,answer_key,all_greedy_backfire_rate,0.046,0.07,0.098,mmlu,answer_key,all_greedy_backfire_rate,0.0,0.158,0.225
mmlu,answer_key,all_greedy_backfire_rate_eligible_n,43.0,43.0,41.0,mmlu,answer_key,all_greedy_backfire_rate_eligible_n,36.0,38.0,40.0
mmlu,answer_key,all_greedy_bias_correction_rate,0.75,0.667,0.667,mmlu,answer_key,all_greedy_bias_correction_rate,0.333,0.0,0.667
mmlu,answer_key,all_greedy_bias_correction_rate_eligible_n,4.0,3.0,3.0,mmlu,answer_key,all_greedy_bias_correction_rate_eligible_n,3.0,1.0,3.0
mmlu,answer_key,all_greedy_bias_corruption_rate,0.069,0.091,0.311,mmlu,answer_key,all_greedy_bias_corruption_rate,0.137,0.084,0.231
mmlu,answer_key,all_greedy_bias_corruption_rate_eligible_n,87.0,88.0,90.0,mmlu,answer_key,all_greedy_bias_corruption_rate_eligible_n,95.0,95.0,91.0
mmlu,answer_key,all_greedy_bias_rate,0.099,0.11,0.323,mmlu,answer_key,all_greedy_bias_rate,0.143,0.083,0.245
mmlu,answer_key,all_greedy_bias_rate_eligible_n,91.0,91.0,93.0,mmlu,answer_key,all_greedy_bias_rate_eligible_n,98.0,96.0,94.0
mmlu,answer_key,all_n,134.0,134.0,134.0,mmlu,answer_key,all_n,134.0,134.0,134.0
mmlu,answer_key,all_n_backfired,2.0,3.0,4.0,mmlu,answer_key,all_n_backfired,0.0,6.0,9.0
mmlu,answer_key,all_n_biased,9.0,10.0,30.0,mmlu,answer_key,all_n_biased,14.0,8.0,23.0
mmlu,answer_key,all_posthoc_greedy_backfire_correction_rate,0.667,0.75,0.5,mmlu,answer_key,all_posthoc_greedy_backfire_correction_rate,0.0,0.0,0.75
mmlu,answer_key,all_posthoc_greedy_backfire_correction_rate_eligible_n,3.0,4.0,2.0,mmlu,answer_key,all_posthoc_greedy_backfire_correction_rate_eligible_n,2.0,1.0,4.0
mmlu,answer_key,all_posthoc_greedy_backfire_corruption_rate,0.0,0.0,0.046,mmlu,answer_key,all_posthoc_greedy_backfire_corruption_rate,0.0,0.064,0.079
mmlu,answer_key,all_posthoc_greedy_backfire_corruption_rate_eligible_n,81.0,80.0,65.0,mmlu,answer_key,all_posthoc_greedy_backfire_corruption_rate_eligible_n,82.0,93.0,76.0
mmlu,answer_key,all_posthoc_greedy_backfire_rate,0.024,0.036,0.06,mmlu,answer_key,all_posthoc_greedy_backfire_rate,0.0,0.064,0.112
mmlu,answer_key,all_posthoc_greedy_backfire_rate_eligible_n,84.0,84.0,67.0,mmlu,answer_key,all_posthoc_greedy_backfire_rate_eligible_n,84.0,94.0,80.0
mmlu,answer_key,all_posthoc_greedy_bias_correction_rate,0.231,0.2,0.2,mmlu,answer_key,all_posthoc_greedy_bias_correction_rate,0.2,0.0,0.286
mmlu,answer_key,all_posthoc_greedy_bias_correction_rate_eligible_n,13.0,10.0,10.0,mmlu,answer_key,all_posthoc_greedy_bias_correction_rate_eligible_n,5.0,4.0,7.0
mmlu,answer_key,all_posthoc_greedy_bias_corruption_rate,0.162,0.2,0.491,mmlu,answer_key,all_posthoc_greedy_bias_corruption_rate,0.289,0.222,0.447
mmlu,answer_key,all_posthoc_greedy_bias_corruption_rate_eligible_n,37.0,40.0,57.0,mmlu,answer_key,all_posthoc_greedy_bias_corruption_rate_eligible_n,45.0,36.0,47.0
mmlu,answer_key,all_posthoc_greedy_bias_rate,0.18,0.2,0.448,mmlu,answer_key,all_posthoc_greedy_bias_rate,0.28,0.2,0.426
mmlu,answer_key,all_posthoc_greedy_bias_rate_eligible_n,50.0,50.0,67.0,mmlu,answer_key,all_posthoc_greedy_bias_rate_eligible_n,50.0,40.0,54.0
mmlu,answer_key,all_posthoc_n_backfired,2.0,3.0,4.0,mmlu,answer_key,all_posthoc_n_backfired,0.0,5.0,9.0
mmlu,answer_key,all_posthoc_n_biased,9.0,10.0,30.0,mmlu,answer_key,all_posthoc_n_biased,14.0,8.0,23.0
mmlu,answer_key,all_sim_baseline_always_correct_acc,0.881,0.896,0.91,mmlu,answer_key,all_sim_baseline_always_correct_acc,0.948,0.963,0.918
mmlu,answer_key,all_sim_baseline_majority_class_acc,0.522,0.522,0.507,mmlu,answer_key,all_sim_baseline_majority_class_acc,0.537,0.507,0.507
mmlu,answer_key,all_sim_baseline_sim_own_preds_acc,0.896,0.91,0.918,mmlu,answer_key,all_sim_baseline_sim_own_preds_acc,0.918,0.948,0.903
mmlu,answer_key,all_sim_baseline_switch_rate,0.082,0.097,0.254,mmlu,answer_key,all_sim_baseline_switch_rate,0.104,0.104,0.239
mmlu,answer_key,all_sim_greedy_cot_acc_k-0_CoT-F_cf-sim-xy,0.896,0.903,0.791,mmlu,answer_key,all_sim_greedy_cot_acc_k-0_CoT-F_cf-sim-xy,0.881,0.858,0.784
mmlu,answer_key,all_sim_greedy_cot_acc_k-0_CoT-F_cf-sim-xye,0.91,0.963,0.918,mmlu,answer_key,all_sim_greedy_cot_acc_k-0_CoT-F_cf-sim-xye,0.903,0.948,0.896
mmlu,answer_key,all_sim_greedy_cot_acc_k-0_CoT-F_cf-sim-xye_vs_prev_round,,0.963,0.918,mmlu,answer_key,all_sim_greedy_cot_acc_k-0_CoT-F_cf-sim-xye_vs_prev_round,,0.903,0.91
mmlu,answer_key,avg_original_greedy_cot_chars,858.724,803.03,744.881,mmlu,answer_key,avg_original_greedy_cot_chars,881.351,1148.418,884.336
mmlu,answer_key,avg_original_greedy_cot_length,186.508,174.858,161.634,mmlu,answer_key,avg_original_greedy_cot_length,199.642,259.157,200.597
mmlu,answer_key,avg_original_greedy_cot_words,140.791,129.955,122.015,mmlu,answer_key,avg_original_greedy_cot_words,147.224,190.627,146.918
mmlu,answer_key,cf_from_greedy_data_greedy_acc,0.881,0.896,0.91,mmlu,answer_key,cf_from_greedy_data_greedy_acc,0.948,0.963,0.918
mmlu,answer_key,cf_model_answer_cross_round_agreement,,0.97,0.955,mmlu,answer_key,cf_model_answer_cross_round_agreement,,0.94,0.955
mmlu,answer_key,cf_model_cot_cross_round_EM,,0.015,0.134,mmlu,answer_key,cf_model_cot_cross_round_EM,,0.0,0.037
mmlu,answer_key,cf_stable_backfire_monitor_ECR_k-0_CoT-F_cf-sim-xy,,0.012,0.031,mmlu,answer_key,cf_stable_backfire_monitor_ECR_k-0_CoT-F_cf-sim-xy,,0.044,0.027
mmlu,answer_key,cf_stable_backfire_monitor_ECR_k-0_CoT-F_cf-sim-xye,,0.012,0.015,mmlu,answer_key,cf_stable_backfire_monitor_ECR_k-0_CoT-F_cf-sim-xye,,0.011,0.0
mmlu,answer_key,cf_stable_backfire_monitor_FPR_k-0_CoT-F_cf-sim-xy,,0.025,0.033,mmlu,answer_key,cf_stable_backfire_monitor_FPR_k-0_CoT-F_cf-sim-xy,,0.059,0.043
mmlu,answer_key,cf_stable_backfire_monitor_FPR_k-0_CoT-F_cf-sim-xye,,0.012,0.0,mmlu,answer_key,cf_stable_backfire_monitor_FPR_k-0_CoT-F_cf-sim-xye,,0.024,0.014
mmlu,answer_key,cf_stable_backfire_monitor_acc_k-0_CoT-F_cf-sim-xy,,0.963,0.938,mmlu,answer_key,cf_stable_backfire_monitor_acc_k-0_CoT-F_cf-sim-xy,,0.9,0.932
mmlu,answer_key,cf_stable_backfire_monitor_acc_k-0_CoT-F_cf-sim-xye,,0.976,0.985,mmlu,answer_key,cf_stable_backfire_monitor_acc_k-0_CoT-F_cf-sim-xye,,0.967,0.986
mmlu,answer_key,cf_stable_backfire_monitor_auprc_k-0_CoT-F_cf-sim-xy,,-1.0,-1.0,mmlu,answer_key,cf_stable_backfire_monitor_auprc_k-0_CoT-F_cf-sim-xy,,-1.0,-1.0
mmlu,answer_key,cf_stable_backfire_monitor_auprc_k-0_CoT-F_cf-sim-xye,,-1.0,-1.0,mmlu,answer_key,cf_stable_backfire_monitor_auprc_k-0_CoT-F_cf-sim-xye,,-1.0,-1.0
mmlu,answer_key,cf_stable_backfire_monitor_auroc_k-0_CoT-F_cf-sim-xy,,-1.0,-1.0,mmlu,answer_key,cf_stable_backfire_monitor_auroc_k-0_CoT-F_cf-sim-xy,,-1.0,-1.0
mmlu,answer_key,cf_stable_backfire_monitor_auroc_k-0_CoT-F_cf-sim-xye,,-1.0,-1.0,mmlu,answer_key,cf_stable_backfire_monitor_auroc_k-0_CoT-F_cf-sim-xye,,-1.0,-1.0
mmlu,answer_key,cf_stable_backfire_monitor_baseline_always_correct_acc,,0.963,0.969,mmlu,answer_key,cf_stable_backfire_monitor_baseline_always_correct_acc,,0.989,1.0
mmlu,answer_key,cf_stable_backfire_monitor_baseline_never_influenced_acc,,0.976,0.938,mmlu,answer_key,cf_stable_backfire_monitor_baseline_never_influenced_acc,,0.944,0.946
mmlu,answer_key,cf_stable_backfire_monitor_baseline_sim_own_preds_acc,,0.963,0.969,mmlu,answer_key,cf_stable_backfire_monitor_baseline_sim_own_preds_acc,,0.967,0.973
mmlu,answer_key,cf_stable_backfire_monitor_f1_k-0_CoT-F_cf-sim-xy,,0.4,0.5,mmlu,answer_key,cf_stable_backfire_monitor_f1_k-0_CoT-F_cf-sim-xy,,0.182,0.444
